sampleID	f_Atopobiaceae	g_Enterorhabdus	g_Bacteroides	g_Odoribacter	g_Muribaculum	f_Muribaculaceae;g_mouse gut metagenome	f_Muribaculaceae;g_uncultured Bacteroidales bacterium	f_Muribaculaceae;g_uncultured bacterium	f_Muribaculaceae	g_Alloprevotella	g_Prevotellaceae UCG-001	g_Alistipes	g_Rikenellaceae RC9 gut group	g_Parabacteroides	o_Gastranaerophilales;f_uncultured bacterium;g_uncultured bacterium	o_Gastranaerophilales	g_Mucispirillum	g_Enterococcus	g_Lactobacillus	g_Streptococcus	g_Christensenellaceae R-7 group	f_Christensenellaceaeg_uncultured	f_Clostridiales vadinBB60 group;g_uncultured Clostridia bacterium	f_Clostridiales vadinBB60 group;g_uncultured bacterium	f_Clostridiales vadinBB60 group	g_Defluviitaleaceae UCG-011	g_Anaerofustis	g_Anaerovorax	g_Family XIII AD3011 group	g_Family XIII UCG-001	g_[Eubacterium] brachy group	g_[Eubacterium] nodatum group	f_Lachnospiraceae;g_A2	f_Lachnospiraceae;g_ASF356	g_Acetatifactor	g_Blautia	f_Lachnospiraceae;g_GCA-900066575	g_Lachnoclostridium	g_Lachnospiraceae FCS020 group	g_Lachnospiraceae NK4A136 group	g_Lachnospiraceae UCG-001	g_Lachnospiraceae UCG-006	g_Lachnospiraceae UCG-010	g_Marvinbryantia	g_Roseburia	g_Tyzzerella	g_Tyzzerella 3	g_[Eubacterium] xylanophilum group	f_Lachnospiraceae;g_uncultured	f_Lachnospiraceae	g_Peptococcus	f_Peptococcaceae;g_uncultured	g_Anaerotruncus	g_Angelakisella	g_Butyricicoccus	g_Candidatus Soleaferrea	f_Ruminococcaceae;g_GCA-900066225	g_Harryflintia	g_Intestinimonas	g_Negativibacillus	g_Oscillibacter	g_Ruminiclostridium	g_Ruminiclostridium 5	g_Ruminiclostridium 6	g_Ruminiclostridium 9	g_Ruminococcaceae NK4A214 group	g_Ruminococcaceae UCG-003	g_Ruminococcaceae UCG-004	g_Ruminococcaceae UCG-005	g_Ruminococcaceae UCG-009	g_Ruminococcaceae UCG-010	g_Ruminococcaceae UCG-013	g_Ruminococcaceae UCG-014	g_Ruminococcus 1	f_Ruminococcaceae;g_UBA1819	g_[Eubacterium] coprostanoligenes group	f_Ruminococcaceae;g_uncultured	f_Ruminococcaceae	g_Candidatus Stoquefichus	g_Erysipelatoclostridium	g_Faecalibaculum	g_Turicibacter	f_Erysipelotrichaceae;g_uncultured	f_Erysipelotrichaceae;g_uncultured bacterium	f_Erysipelotrichaceae	g_Candidatus Saccharimonas	g_Azospirillum sp. 47_25	o_Rhodospirillales;f_uncultured;g_unidentified rumen bacterium RF32	g_Bilophila	g_Desulfovibrio	f_Desulfovibrionaceae;g_uncultured	g_Parasutterella	g_Escherichia-Shigella	g_Anaeroplasma	o_Mollicutes RF39;f_metagenome;g_metagenome	o_Mollicutes RF39;f_uncultured Firmicutes bacterium;g_uncultured Firmicutes bacterium	o_Mollicutes RF39;f_uncultured Lachnospiraceae bacterium;g_uncultured Lachnospiraceae bacterium	o_Mollicutes RF39;f_uncultured bacterium;g_uncultured bacterium	o_Mollicutes RF39;f_unidentified;g_unidentified	o_Mollicutes RF39	g_Akkermansia
556-120min	5	0	25	28	6	0	24	187	117	0	6	135	21	0	0	15	0	0	118	0	2	0	0	14	0	0	0	0	0	0	0	0	5	13	4	0	11	0	0	147	29	6	0	7	103	0	6	28	16	204	1	4	4	0	32	0	0	2	7	0	10	19	8	6	0	0	7	3	0	3	0	3	136	20	2	0	18	18	0	0	4	9	0	4	0	0	0	0	0	11	10	0	0	30	0	0	2	15	0	0	0
556-30min	5	0	41	34	4	0	85	299	269	0	22	83	32	0	0	11	0	0	62	0	0	0	0	21	0	3	0	0	0	0	0	2	0	0	0	0	8	0	0	109	0	7	0	13	31	0	2	12	13	100	0	6	0	0	6	0	0	1	0	0	8	22	0	0	10	0	0	0	0	0	0	0	224	24	2	0	9	11	0	0	7	14	1	0	0	5	1	0	0	4	3	7	0	15	0	0	5	15	0	2	0
556-60min	3	13	24	13	0	0	37	187	123	0	4	123	14	0	0	5	3	0	55	0	0	0	0	12	0	3	0	0	0	0	0	0	0	9	6	0	13	0	0	210	11	8	0	14	102	0	5	41	19	185	0	9	0	0	20	0	0	0	0	0	8	31	5	7	13	0	0	0	0	0	0	6	225	18	0	0	8	2	0	0	5	0	0	0	0	3	0	0	0	10	15	4	0	25	0	0	0	14	0	0	0
557-120min	0	0	5	21	0	0	9	7	4	0	0	55	2	0	0	0	0	0	37	0	0	0	0	14	0	0	0	0	0	0	1	0	81	17	19	28	9	59	6	334	0	46	0	0	64	0	7	33	58	502	2	5	0	0	10	0	0	0	4	0	28	86	11	2	18	0	0	0	0	7	0	0	13	0	2	0	0	39	0	0	0	0	0	0	0	0	0	0	1	21	3	0	0	0	0	0	0	0	0	0	0
557-30min	0	9	42	83	0	0	82	93	76	0	0	107	19	0	0	1	0	0	175	3	0	0	3	25	0	0	0	0	0	0	0	5	47	9	2	35	0	33	0	167	0	16	0	3	44	3	0	11	25	256	0	0	0	0	3	0	0	0	0	0	30	80	10	3	22	2	0	0	0	9	0	2	53	0	3	1	3	45	3	0	0	0	2	0	0	7	0	0	0	8	9	1	0	0	0	0	0	0	0	0	0
557-60min	0	17	4	19	0	0	9	31	19	0	0	60	5	0	0	0	0	0	147	5	0	0	3	18	0	0	0	0	0	3	0	2	48	3	12	19	14	96	0	227	0	34	0	3	75	0	4	45	32	420	0	7	0	0	6	3	0	0	0	0	23	77	10	3	15	2	0	0	0	8	0	1	47	0	0	1	6	46	0	0	0	0	3	0	0	4	0	0	2	27	3	0	0	0	0	0	0	0	0	2	0
558-30min	0	10	22	30	0	0	16	77	61	0	0	195	12	0	0	0	4	0	99	2	0	0	0	19	0	0	0	0	0	0	1	0	5	9	6	16	8	25	0	157	4	23	0	6	122	0	1	4	33	301	0	7	10	0	21	2	0	0	2	0	25	39	42	13	11	0	0	0	0	3	0	0	81	2	0	0	0	56	8	0	0	0	9	3	0	6	0	0	0	29	0	0	0	15	0	0	2	16	0	0	0
558-60min	0	30	27	17	0	0	0	49	25	0	0	211	5	0	0	0	6	0	139	0	0	0	0	17	0	0	0	0	0	0	0	0	11	7	2	21	8	0	0	180	0	18	0	0	177	0	3	12	30	317	0	6	6	0	14	0	0	0	12	0	34	29	23	9	0	0	0	0	0	6	0	0	80	4	0	0	0	40	13	2	0	0	4	2	0	3	0	0	0	28	0	3	0	21	0	0	0	19	0	0	0
559-30min	0	6	55	97	0	0	54	34	48	0	0	100	12	0	0	3	7	0	187	0	0	0	0	41	0	0	0	0	0	0	0	0	3	9	8	30	10	69	0	160	0	12	0	0	67	4	0	1	47	244	0	5	10	10	12	0	0	0	0	0	35	64	14	8	19	3	0	0	0	9	0	0	61	0	0	0	0	47	6	0	0	0	1	0	0	13	0	0	3	10	22	0	0	10	0	0	0	0	0	0	0
559-60min	0	10	14	24	0	0	15	8	17	0	0	81	2	0	0	0	4	0	288	0	0	0	0	24	0	0	0	0	0	2	0	0	16	11	5	19	15	112	0	186	0	32	0	0	100	0	0	6	35	360	0	3	8	4	22	0	0	0	0	0	23	66	7	3	5	1	0	0	0	17	0	0	46	0	0	0	0	38	0	0	0	0	12	3	0	2	0	0	0	14	6	0	0	2	0	0	0	2	0	0	0
560-120min	8	9	39	11	28	0	115	251	220	0	37	115	0	0	0	4	0	0	415	0	0	0	0	3	0	0	0	0	0	0	0	3	5	0	0	0	1	11	0	84	10	2	0	23	5	0	0	0	0	98	0	1	4	0	0	0	0	0	0	0	0	11	5	0	3	0	0	0	0	3	2	1	25	20	1	15	0	21	3	0	31	0	2	0	0	3	0	0	0	1	1	9	0	7	0	0	0	2	2	0	0
560-30min	3	0	34	26	24	0	134	214	296	0	18	84	0	0	3	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	5	0	0	120	80	5	0	18	10	0	0	0	3	202	0	5	17	0	13	0	0	0	0	0	0	28	20	0	16	3	25	0	0	2	0	0	15	15	6	5	0	9	0	0	21	0	0	0	0	0	0	0	5	9	0	8	0	17	0	0	0	0	0	0	0
560-60min	5	14	28	12	28	0	106	302	309	0	27	91	0	0	1	5	0	0	414	4	2	0	0	0	0	0	0	0	2	2	0	0	4	0	0	0	5	0	0	39	16	0	0	16	5	0	0	0	4	88	0	0	3	0	3	0	0	0	4	0	0	4	6	0	0	0	5	0	0	1	3	0	13	25	5	15	0	5	3	0	24	0	3	0	0	2	0	0	0	0	0	12	0	2	0	0	0	3	0	0	0
561-120min	0	13	46	35	29	0	59	197	99	11	52	146	39	0	6	7	2	0	153	4	0	0	0	10	0	0	0	2	0	0	0	0	5	8	0	17	13	0	3	172	4	7	0	17	12	0	0	0	26	186	0	6	2	0	15	0	0	0	0	0	10	25	4	3	15	0	0	0	0	3	0	4	82	2	5	3	0	22	5	0	0	0	15	0	0	13	0	0	0	6	14	8	0	18	0	0	3	7	0	0	0
561-30min	2	8	47	39	30	0	123	214	146	10	61	100	40	0	5	5	0	0	170	1	3	0	0	8	0	0	0	0	1	0	0	0	2	2	0	10	11	0	2	141	2	10	0	12	13	0	0	0	12	172	0	2	3	0	12	0	0	0	0	0	8	26	1	0	7	0	0	0	1	4	0	1	77	4	3	1	2	32	3	0	2	0	9	0	0	13	1	0	0	2	9	5	0	32	0	0	1	7	0	0	0
561-60min	0	10	78	32	8	0	87	301	161	11	17	151	26	0	15	0	0	0	336	0	0	0	0	4	0	0	0	0	2	0	0	5	11	2	0	0	7	14	0	34	0	3	0	21	32	0	2	0	2	66	0	3	0	2	11	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	135	6	6	6	0	11	2	0	0	0	4	0	0	2	0	0	0	2	5	0	0	10	0	0	0	12	0	3	0
562-120min	0	1	19	12	12	1	14	171	157	12	47	123	12	0	13	0	0	0	273	0	4	0	0	5	0	0	0	0	3	0	0	0	0	5	0	0	5	14	0	125	19	0	0	14	35	0	0	3	0	142	0	4	4	0	0	0	0	0	0	0	5	10	29	0	10	3	0	0	0	0	0	0	257	5	0	3	0	11	1	2	0	0	3	2	0	3	2	0	2	7	25	4	0	11	0	6	0	20	0	0	0
562-30min	0	5	52	20	21	2	39	222	223	26	119	68	22	3	21	6	0	0	248	0	2	0	0	2	0	0	0	0	5	0	0	4	0	4	0	0	0	5	0	57	13	0	0	14	18	0	0	0	0	67	0	0	4	0	2	0	0	0	0	0	0	14	17	0	0	0	0	0	2	0	0	0	239	11	2	8	0	15	11	5	0	2	0	0	0	2	8	0	1	0	6	14	0	9	0	1	0	9	0	0	0
563-30min	0	7	29	12	6	0	76	150	254	8	10	52	18	0	5	0	28	0	214	2	0	0	0	10	0	0	0	3	0	0	0	0	0	12	0	0	6	7	0	127	26	24	0	10	67	0	2	4	13	214	0	0	50	7	18	0	0	0	0	0	8	13	15	2	9	0	0	0	0	5	0	5	47	6	10	1	18	8	0	1	0	0	7	0	0	0	0	0	0	8	6	9	0	16	0	0	0	3	2	0	0
563-60min	0	9	48	11	12	0	67	202	345	16	10	70	23	0	13	0	0	0	502	2	0	0	0	7	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	48	7	4	0	17	19	0	0	3	6	83	0	2	9	4	0	0	0	0	0	0	3	3	0	4	0	0	0	0	0	2	0	2	45	21	3	6	5	1	0	0	2	0	6	0	1	1	0	0	0	2	0	5	0	13	0	0	1	1	0	1	0
564-30min	0	16	93	63	0	0	59	114	88	24	0	125	34	0	0	0	6	0	71	0	4	0	0	15	0	0	2	1	0	0	0	2	25	0	4	12	19	63	0	175	0	9	0	7	14	4	9	17	11	209	0	2	0	10	4	0	1	0	0	0	25	52	15	10	22	0	0	0	0	9	0	0	39	30	4	0	0	83	3	0	0	0	5	0	0	6	0	0	0	19	15	0	0	16	0	1	2	0	0	2	0
564-60min	0	5	46	48	0	0	17	24	26	11	0	142	16	0	0	0	4	0	64	0	0	0	0	16	0	0	0	0	0	0	0	2	33	2	10	10	31	85	0	209	0	24	0	0	26	2	10	25	20	310	0	10	4	10	9	0	0	0	0	0	33	86	22	8	38	0	0	0	0	9	0	1	29	26	1	5	0	86	0	0	0	0	10	0	0	4	0	0	0	32	8	0	0	13	0	2	2	0	0	4	0
565-120min	0	0	46	15	4	4	25	211	130	44	33	130	25	0	35	0	6	0	151	2	0	0	0	11	0	0	0	0	0	0	0	3	51	10	0	0	6	9	0	79	7	0	0	5	49	0	4	8	0	126	0	0	6	0	5	0	0	0	0	0	25	40	8	5	9	0	11	0	0	1	0	0	132	77	8	9	0	22	4	0	0	0	14	0	0	9	0	0	0	0	14	0	0	42	0	0	0	0	0	0	0
565-30min	0	8	42	0	6	2	33	249	141	38	21	93	14	0	16	0	10	0	300	0	0	0	0	2	0	0	0	2	0	0	0	2	30	0	0	0	0	7	0	82	6	2	0	5	103	0	2	6	1	108	0	4	13	0	5	0	0	0	0	0	7	16	2	3	0	0	5	0	2	1	0	4	158	43	3	10	0	20	1	0	0	0	12	0	0	2	0	0	0	3	4	5	0	5	0	0	2	3	1	5	0
565-60min	0	14	36	11	14	0	38	233	100	39	10	92	20	0	21	0	0	0	338	0	0	0	0	10	0	0	0	0	7	0	0	0	39	9	0	0	0	0	0	64	0	0	0	0	60	0	4	8	0	95	0	6	6	7	0	0	0	0	0	0	8	8	2	4	8	0	3	0	2	0	0	4	208	47	5	9	0	17	0	0	2	0	8	0	2	10	0	0	0	5	6	0	0	19	0	0	0	7	0	5	0
571-120min	0	10	16	14	0	0	19	19	18	5	0	143	8	0	0	0	4	0	193	0	0	0	0	9	0	0	0	2	0	0	2	0	34	0	4	52	19	70	5	120	7	26	0	5	69	2	8	0	34	442	0	3	7	6	24	0	0	0	0	0	25	46	8	5	25	0	0	0	0	12	0	0	28	20	3	4	0	43	0	0	0	0	5	0	0	4	0	0	4	21	3	0	0	7	0	3	0	4	0	1	0
571-30min	0	26	31	55	5	0	80	148	97	46	0	154	58	0	0	0	6	0	316	5	0	0	0	26	0	0	0	0	0	0	2	0	9	0	0	25	9	5	0	54	0	8	0	7	19	3	1	4	7	184	0	2	0	0	10	0	5	0	0	0	22	51	5	8	17	0	0	0	0	5	0	0	51	36	0	7	0	18	2	0	0	0	5	2	0	15	0	0	0	5	4	0	0	7	0	0	2	0	0	1	0
571-60min	0	15	13	9	0	0	26	47	33	6	0	97	10	0	0	0	1	0	79	1	0	0	0	21	0	0	0	0	0	1	0	0	12	14	3	47	22	64	5	161	11	30	0	6	65	3	11	2	37	436	2	6	2	2	20	2	0	0	9	0	30	77	14	2	26	0	0	0	0	14	0	1	40	27	1	4	0	41	0	0	0	0	3	1	0	9	0	0	3	23	4	0	0	8	0	4	0	2	0	5	0
572-120min	9	5	71	24	5	0	128	232	112	0	13	94	12	0	3	0	2	0	552	0	0	0	0	1	0	0	0	0	0	0	0	0	1	7	0	0	5	0	0	75	1	4	0	27	23	0	1	0	3	91	0	0	4	0	4	0	0	0	0	0	3	19	2	0	0	0	0	0	0	4	0	0	38	9	2	22	0	19	1	1	0	0	16	0	0	2	0	0	0	0	5	6	0	11	0	0	0	0	0	1	0
572-30min	6	15	65	19	9	0	92	185	66	0	0	55	8	0	0	0	4	0	106	0	0	0	0	0	0	0	0	2	0	0	0	0	33	28	0	16	9	8	0	155	0	8	0	18	36	0	2	0	14	327	0	7	38	0	26	0	0	0	0	0	21	50	23	4	27	0	0	0	2	6	0	3	31	0	5	16	0	47	4	4	0	0	28	0	0	4	0	0	0	0	14	5	0	18	0	0	0	1	0	0	0
572-60min	18	20	56	17	18	0	155	207	129	0	8	96	26	0	5	3	0	0	533	0	0	0	0	4	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	51	0	0	0	32	26	0	2	0	0	87	0	1	5	0	3	0	0	0	0	0	0	15	5	0	0	0	0	0	0	5	0	1	60	0	0	11	0	22	2	0	1	0	11	0	0	1	0	0	0	0	6	10	0	9	0	0	0	0	0	3	0
573-120min	4	7	50	8	0	0	40	204	182	0	34	75	25	0	1	0	0	0	157	2	0	0	0	4	0	0	0	0	4	0	0	4	6	18	0	0	6	10	0	210	6	1	3	0	71	0	0	0	9	266	2	0	2	0	36	1	0	0	4	0	15	37	11	3	18	0	0	0	2	7	0	1	0	22	15	3	0	30	1	0	0	0	6	0	0	0	0	0	0	8	3	3	0	33	0	0	0	0	0	0	0
573-30min	7	5	63	3	0	0	91	162	282	0	52	74	17	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	11	13	0	170	0	0	0	18	42	0	0	0	0	183	0	7	0	0	18	0	0	0	8	0	0	25	9	5	0	0	0	0	0	5	0	0	0	18	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	10	0	0	0	0	0	0	0
573-60min	2	8	50	7	2	3	56	208	212	0	24	112	19	0	2	0	3	0	179	4	0	0	0	7	0	0	0	0	0	0	1	2	11	5	0	1	8	12	0	162	4	3	0	13	84	0	0	0	13	231	3	7	10	0	34	0	0	0	0	0	13	19	7	7	10	6	0	2	0	3	0	0	2	23	10	4	0	19	1	0	1	2	14	0	0	0	0	0	1	8	1	0	0	15	0	0	0	0	0	0	0
600-120min	4	8	76	45	7	0	62	179	257	0	34	68	24	0	0	0	0	0	137	3	0	0	0	13	0	0	0	0	0	0	0	4	4	4	0	0	0	10	0	199	2	3	0	17	21	0	0	0	13	117	1	6	8	0	17	0	0	0	0	0	8	26	6	2	5	0	8	0	0	0	0	8	99	56	0	6	0	24	0	0	2	31	3	1	0	0	0	0	2	7	3	10	0	10	0	0	0	10	0	0	0
600-30min	4	9	61	34	12	0	104	213	315	0	15	33	18	0	0	0	6	0	129	0	0	0	0	7	0	0	0	0	0	0	0	0	2	9	0	0	0	15	0	139	22	3	0	19	11	0	0	0	30	125	0	3	6	5	18	0	0	0	0	0	0	8	9	5	10	0	18	0	0	0	0	10	63	57	0	5	0	36	4	0	0	42	0	3	0	3	0	0	0	7	0	10	0	13	0	0	0	0	0	0	0
600-60min	4	3	68	34	17	0	86	245	304	0	18	66	33	0	0	0	0	0	198	3	0	0	0	4	0	0	0	0	0	0	0	5	1	0	0	0	4	14	0	111	4	0	0	20	10	0	0	2	12	80	0	0	0	6	3	0	0	0	0	0	0	4	12	2	0	2	4	0	0	1	0	7	104	63	0	4	0	15	7	0	7	44	0	0	0	0	0	0	0	4	2	11	0	15	0	0	2	5	0	0	0
601-30min	0	1	107	49	21	1	112	222	174	0	0	179	70	0	0	0	0	0	196	0	0	0	0	18	0	0	0	2	1	0	0	0	0	0	0	6	0	13	2	58	0	2	0	7	14	0	5	1	9	199	0	0	2	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	2	3	8	74	24	0	4	0	27	1	0	0	0	4	2	0	17	0	0	0	2	1	0	0	0	0	2	3	4	0	0	0
601-60min	0	11	39	57	18	0	59	83	85	0	0	226	15	0	0	0	0	0	223	0	0	0	0	17	0	0	0	0	0	0	0	0	0	6	0	13	11	24	0	143	0	15	0	2	49	0	3	6	12	272	0	7	0	0	4	0	0	0	0	0	18	28	4	2	0	0	0	0	0	1	0	4	105	7	6	0	0	43	0	0	0	0	0	0	0	12	0	0	0	32	0	0	0	0	0	0	0	8	0	0	0
602-120min	1	19	115	15	8	0	150	275	212	0	13	127	14	0	11	0	0	0	253	4	0	0	0	9	0	0	0	0	0	0	0	1	4	0	2	6	5	0	0	94	2	4	0	0	12	0	2	0	7	99	0	5	9	0	4	0	0	0	0	0	11	16	3	5	8	0	0	0	0	2	0	0	55	35	1	5	2	12	2	0	3	0	1	0	0	0	0	0	0	0	0	10	0	17	0	0	0	0	0	0	0
602-30min	3	4	40	10	7	0	101	197	209	0	6	57	7	0	2	0	2	0	139	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0	8	0	15	0	293	34	10	0	0	62	0	4	0	15	178	0	9	13	1	19	0	0	0	4	0	21	55	14	5	11	0	0	0	0	3	0	0	34	9	14	0	8	4	2	0	0	0	0	0	0	0	0	0	0	8	0	3	0	17	0	0	0	0	0	0	0
602-60min	7	13	57	6	7	0	130	296	237	0	12	92	5	0	2	0	0	0	473	2	0	0	0	2	0	2	0	0	3	0	0	0	3	3	0	3	0	0	0	62	10	1	0	0	15	0	2	0	3	37	0	3	7	0	1	0	0	0	4	0	0	12	2	1	0	0	0	0	0	0	0	0	75	26	8	3	0	2	4	0	9	0	0	0	0	0	0	0	0	0	0	18	0	9	0	0	0	1	0	0	0
603-120min	0	13	9	55	0	0	51	54	12	0	0	171	6	0	0	0	0	0	214	5	0	0	0	29	0	0	0	0	0	0	0	1	39	6	5	11	17	40	0	131	10	14	0	0	38	0	16	0	0	494	0	0	5	0	26	0	0	0	0	0	24	55	10	0	12	0	0	0	0	8	0	0	21	3	2	0	0	51	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0
603-30min	0	15	13	36	0	0	50	64	15	0	0	122	5	0	0	2	2	0	74	0	0	0	0	30	0	0	0	0	0	0	1	0	29	13	0	6	19	38	0	178	0	21	0	0	52	2	9	0	15	494	3	4	13	0	21	0	0	0	0	0	43	106	10	1	20	0	5	1	0	5	0	0	53	5	0	0	0	45	0	0	0	0	0	0	0	5	0	0	0	17	5	0	0	2	0	0	0	1	0	0	0
603-60min	0	24	8	40	0	0	53	103	38	0	0	194	4	0	0	3	4	0	248	5	0	0	0	33	0	0	0	0	0	0	0	0	25	6	0	5	8	28	0	130	7	12	0	0	35	0	11	0	11	349	0	3	8	0	17	0	0	0	0	0	27	59	9	4	10	0	0	0	0	5	0	0	52	3	0	0	0	50	2	0	0	0	2	0	0	8	0	0	2	14	0	0	0	3	0	0	0	6	0	2	0
605-120min	0	5	77	54	6	0	45	201	95	13	13	221	43	0	23	2	0	0	313	0	0	0	0	20	0	2	0	0	0	0	0	4	15	0	0	0	0	16	0	65	0	0	0	37	24	0	5	0	0	128	0	0	0	0	23	0	0	0	0	0	9	19	7	0	0	0	0	0	0	3	2	0	96	4	9	3	0	27	6	0	0	0	4	0	0	2	2	0	0	0	8	0	0	10	0	1	0	8	0	0	0
605-30min	0	13	43	37	18	0	64	159	74	5	19	154	24	0	0	6	0	0	120	0	0	0	0	14	0	0	0	0	0	0	0	0	4	9	0	12	12	18	0	205	3	12	0	9	23	0	0	0	28	256	1	10	3	0	23	0	0	0	0	0	7	23	4	1	9	0	0	0	0	2	0	0	90	0	0	7	0	52	0	0	0	0	13	0	0	10	0	0	2	12	11	4	0	35	0	2	3	5	0	0	0
605-60min	0	0	34	21	7	1	50	256	85	10	7	156	26	0	5	0	0	0	369	0	0	0	0	21	0	0	0	0	0	0	0	5	8	0	0	3	0	12	0	127	0	0	0	16	60	0	16	3	3	142	0	4	0	0	15	0	0	0	8	0	6	8	0	4	0	0	0	0	0	0	0	2	115	10	8	1	0	12	3	0	0	0	0	0	0	4	0	0	0	0	11	0	0	5	0	0	0	7	0	4	0
606-120min	0	6	17	34	0	0	15	27	30	0	0	187	7	0	0	0	8	0	82	2	0	0	0	28	0	0	0	0	0	3	0	5	31	11	0	24	9	31	0	122	0	32	0	0	115	0	0	6	31	461	1	10	9	10	19	0	0	0	7	0	25	56	12	0	23	0	0	0	0	8	0	0	48	0	0	0	7	44	0	0	0	0	4	0	0	2	0	0	1	42	0	0	0	13	0	0	0	0	5	0	0
606-30min	0	7	59	23	0	0	91	130	99	19	4	177	19	0	0	0	6	0	343	0	0	0	0	16	0	0	0	0	0	0	0	3	16	10	0	33	0	16	0	93	0	15	0	6	26	3	0	3	9	257	1	2	0	0	8	0	0	0	0	0	5	26	0	0	13	0	0	0	0	6	0	0	49	0	1	0	0	42	2	0	0	0	1	0	0	0	0	0	0	12	0	0	0	16	0	0	0	0	3	0	0
606-60min	0	11	10	13	0	0	14	27	38	5	0	205	6	0	0	0	5	0	80	0	0	0	0	18	0	0	0	0	0	0	0	5	21	9	0	27	15	53	0	152	0	33	0	6	98	0	0	4	16	504	0	8	4	6	7	0	0	0	0	0	10	54	10	0	12	0	0	0	0	7	0	0	69	0	0	0	0	46	2	0	0	0	5	4	0	5	0	0	0	26	4	0	0	11	0	0	0	0	0	5	0
607-30min	1	16	54	37	19	0	84	150	171	23	12	100	16	0	2	3	17	0	53	1	0	0	0	26	0	0	0	1	0	1	0	0	10	16	3	15	14	53	0	129	24	18	0	0	32	0	5	0	23	265	0	8	9	3	23	0	0	0	4	0	33	35	16	3	4	0	0	2	0	2	0	4	28	16	2	2	3	23	1	0	0	0	0	0	0	13	0	0	0	27	0	0	0	1	0	0	0	13	0	1	0
607-60min	0	17	30	47	6	0	26	87	82	10	4	117	12	0	4	0	4	0	105	0	0	0	0	13	0	0	0	0	0	0	0	0	13	26	2	28	0	74	0	177	0	34	0	0	45	0	3	0	12	381	1	12	9	10	37	0	0	0	0	0	21	42	13	0	26	1	0	0	0	8	0	3	34	11	0	0	7	35	0	0	0	0	4	0	0	11	0	0	0	16	0	0	0	2	0	0	0	8	0	0	0
