sampleID	g_Methanobrevibacter	g_Methanosphaera	g_Actinomyces	g_Bifidobacterium	g_Corynebacterium	g_Atopobium	g_Coriobacteriaceae UCG-002	g_Olsenella	f_Atopobiaceae	g_Collinsella	g_Enterorhabdus	g_Paraeggerthella	g_Parvibacter	f_Eggerthellaceae;g_uncultured	f_Eggerthellaceae	p_Actinobacteria	g_Bacteroides	g_Odoribacter	g_Muribaculum	f_Muribaculaceae;g_mouse gut metagenome	f_Muribaculaceae;g_uncultured Bacteroidales bacterium	f_Muribaculaceae;g_uncultured bacterium	f_Muribaculaceae	g_Porphyromonas	g_Alloprevotella	g_Prevotella 7	g_Prevotellaceae UCG-001	f_Prevotellaceae	g_Alistipes	g_Rikenellaceae RC9 gut group	f_Rikenellaceae;g_SP3-e08	f_Rikenellaceae	g_Parabacteroides	f_Tannerellaceae	o_Bacteroidales;f_uncultured;g_uncultured bacterium	o_Bacteroidales	c_Bacteroidia	o_Gastranaerophilales;f_uncultured bacterium;g_uncultured bacterium	o_Gastranaerophilales	g_Mucispirillum	g_Bacillus	g_Staphylococcus	g_Enterococcus	g_Lactobacillus	g_Streptococcus	o_Lactobacillales	c_Bacilli	g_Christensenellaceae R-7 group	f_Christensenellaceae;g_uncultured bacterium	g_Clostridium sensu stricto 1	f_Clostridiaceae 1	f_Clostridiales vadinBB60 group;g_uncultured Clostridia bacterium	f_Clostridiales vadinBB60 group;g_uncultured bacterium	f_Clostridiales vadinBB60 group	g_Defluviitaleaceae UCG-011	g_Anaerofustis	g_Anaerovorax	o_Clostridiales;f_Family XIII;g_Family XIII AD3011 group	o_Clostridiales;f_Family XIII;g_Family XIII UCG-001	g_[Eubacterium] brachy group	g_[Eubacterium] nodatum group	f_Family XIII	f_Lachnospiraceae;g_A2	f_Lachnospiraceae;g_ASF356	g_Acetatifactor	g_Blautia	g_Cellulosilyticum	g_Coprococcus 3	f_Lachnospiraceae;g_GCA-900066575	g_Lachnoclostridium	g_Lachnospiraceae FCS020 group	g_Lachnospiraceae NC2004 group	g_Lachnospiraceae NK4A136 group	g_Lachnospiraceae UCG-001	g_Lachnospiraceae UCG-004	g_Lachnospiraceae UCG-006	g_Lachnospiraceae UCG-010	g_Marvinbryantia	g_Roseburia	g_Tyzzerella	g_Tyzzerella 3	g_[Eubacterium] oxidoreducens group	g_[Eubacterium] xylanophilum group	g_[Ruminococcus] gauvreauii group	f_Lachnospiraceae;g_uncultured	f_Lachnospiraceae;g_uncultured bacterium	f_Lachnospiraceae	g_Peptococcus	f_Peptococcaceae;g_uncultured	f_Peptococcaceae	g_Romboutsia	f_Peptostreptococcaceae;g_uncultured	f_Peptostreptococcaceae	g_Anaerotruncus	g_Angelakisella	g_Butyricicoccus	g_Candidatus Soleaferrea	g_Faecalibacterium	f_Ruminococcaceae;g_GCA-900066225	g_Harryflintia	g_Hydrogenoanaerobacterium	g_Intestinimonas	g_Negativibacillus	g_Oscillibacter	g_Ruminiclostridium	g_Ruminiclostridium 1	g_Ruminiclostridium 5	g_Ruminiclostridium 6	g_Ruminiclostridium 9	g_Ruminococcaceae NK4A214 group	g_Ruminococcaceae UCG-002	g_Ruminococcaceae UCG-003	g_Ruminococcaceae UCG-004	g_Ruminococcaceae UCG-005	g_Ruminococcaceae UCG-009	g_Ruminococcaceae UCG-010	g_Ruminococcaceae UCG-013	g_Ruminococcaceae UCG-014	g_Ruminococcus 1	g_Subdoligranulum	f_Ruminococcaceae;g_UBA1819	g_[Eubacterium] coprostanoligenes group	f_Ruminococcaceae;g_uncultured	f_Ruminococcaceae	o_Clostridiales	g_Candidatus Stoquefichus	g_Catenibacterium	g_Dubosiella	g_Erysipelatoclostridium	g_Erysipelotrichaceae UCG-004	g_Faecalibaculum	g_Turicibacter	f_Erysipelotrichaceae;g_uncultured	f_Erysipelotrichaceae;g_uncultured bacterium	f_Erysipelotrichaceae	p_Firmicutes	g_Fusobacterium	g_Leptotrichia	g_Candidatus Saccharimonas	g_Bradyrhizobium	g_Amaricoccus	g_Azospirillum sp. 47_25	o_Rhodospirillales;f_uncultured;g_uncultured bacterium	o_Rhodospirillales;f_uncultured;g_unidentified rumen bacterium RF32	o_Rhodospirillales;f_uncultured	g_Bilophila	g_Desulfovibrio	f_Desulfovibrionaceae;g_uncultured	f_Desulfovibrionaceae	c_Deltaproteobacteria	g_Parasutterella	g_Neisseria	g_Escherichia-Shigella	f_Enterobacteriaceae	g_Haemophilus	p_Proteobacteria	g_Anaeroplasma	o_Mollicutes RF39;f_metagenome;g_metagenome	o_Mollicutes RF39;f_uncultured Lachnospiraceae bacterium;g_uncultured Lachnospiraceae bacterium	o_Mollicutes RF39;f_uncultured bacterium;g_uncultured bacterium	o_Mollicutes RF39;f_unidentified;g_unidentified	o_Mollicutes RF39	g_Akkermansia	k_Bacteria	k_Eukaryota	Unassigned
255-7-1h	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	43	33	16	0	2	201	35	0	192	0	0	0	276	58	0	3	123	0	0	0	0	0	0	18	0	0	1	37	2	0	0	1	11	0	0	0	7	0	2	0	2	0	0	0	1	0	0	2	0	64	0	0	15	15	0	0	86	0	0	2	0	41	5	14	0	1	11	0	1	0	158	0	8	0	50	0	2	10	0	0	3	0	5	0	0	5	0	26	10	0	22	0	16	0	0	5	8	0	4	0	0	2	0	0	0	31	2	50	2	0	0	0	4	0	67	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	186	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0
261-7-2h	0	0	0	0	0	0	0	0	0	0	13.5	0	0	0	0	0	111	29	17	0	1	317	34.5	0	100	0	0	0	298.5	78.5	0	0.5	124	0	0	0.5	0	22	0	10.5	0	1	0	26.5	3	0	0	1	2	0	0	0	0	0.5	0.5	0	0.5	0.5	0	0	1.5	0	0	0	2	135	0	0	2.5	10	1	0	45	0	0	1.5	0	54	0.5	5.5	0	0	0	0	6	0	97	0.5	10	0	49	0	1.5	3.5	0	0	2	0	2.5	0	0	3.5	0	25	24	0	16.5	0	14.5	0	0	0	4	0	3.5	3	0	5.5	0	0	1	49.5	0.5	62	2.5	0	0	0	1.5	0	42.5	0	0	0	0.5	0	0	0	0	0	0	3	0	1	0	0	0	125	0.5	0.5	2	0	0	0	0	1	0	0	0	6	0	0	0	4.5	0	0.5
278-7-2h	0	0	0	0	0	0	0.5	0	5.5	0	11	0	0	0	0	0	51.5	34	2.5	1.5	5	161.5	51	0	199.5	0	0	0	228	92	0	0	16	0	0	1.5	0	0	0	6	0	0	1	32	3.5	0	0	0	0.5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2.5	43.5	0	0	0	0	0	0	2.5	0	0	0	0	1.5	2.5	3	0	0.5	2	0	0	0	105.5	0	1.5	0	98	0	2	0	0	0	0	0	1	0.5	0	2.5	0	5.5	4.5	0	4.5	0	4	0	0	0	1	0	1	1.5	0	1.5	0	0	0	37.5	0	9.5	0	0	0	234	0	0	500	0	0	0	0.5	0	0	0	0	0	0	5	0	0	0	0	0	25	0	0	3	0	0.5	0	0	0	0	0	0	0.5	0	0.5	0	3.5	0	0
280-7-2h	0	0	0	0	0	0	0	0	1.5	0	11.5	0	0.5	0	0	0	71.5	41	13.5	0	0	168.5	69	0	38.5	0	0	0.5	125	125	0	0	6.5	0	0	0	0	4	0	3.5	0	1	0	62	0.5	0	0	0	2	8.5	0	0	5	0	0	0	0.5	0	0	0	0	0	1	0.5	2.5	109.5	0	0	8	2.5	0	0	13.5	0	1.5	0.5	0	29	0	11	0	0	0	0	5	0	130	0	2.5	0	75.5	0	7	3	4.5	1	0	0	2	0	0	2	0	22	19	0	13.5	0	22.5	0	0	1	0.5	0	1.5	1	0	1.5	0	0	0	18	9	24	4	0	0	85	0	0	469	0.5	0	0	0	2.5	0	0	0	0	0	1.5	0	0	0	1	1.5	149	1.5	0	2.5	0	0	0	0	1	0	0	0	0	0.5	0	0	2.5	0	0
246-7-1h	0	0	0	0	0	0	0	0	1	0	8	0	2	1	0	0	111	30	4	0	0	153	57	0	64	0	0	0	128	45	0	0	3	0	0	0	0	3	0	76	0	0	2	30	2	0	0	0	0	10	0	0	2	0	0	0	2	0	0	2	0	0	1	0	2	156	0	0	2	8	0	0	21	0	0	1	0	7	2	4	0	0	0	0	3	0	195	1	9	0	31	0	0	2	8	2	0	0	4	0	0	6	0	34	15	0	16	0	28	0	0	1	2	0	4	1	0	0	0	0	1	8	8	47	1	0	0	53	1	0	389	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	207	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
246-7-2h	0	0	0	0	0	0	0	0	1	0	22	0	0	2	0	0	100	36	10	0	0	169	87	0	79	0	0	0	142	70	0	0	9	0	0	2	0	1	0	5	0	0	2	83	4	0	0	0	0	20	0	0	2	0	0	0	0	0	0	3	0	0	0	1	1	88	0	0	3	4	0	0	12	0	0	0	0	5	6	12	0	0	0	0	0	0	146	0	6	0	89	0	4	1	6	3	0	0	8	0	0	3	0	21	20	0	10	0	19	0	0	1	1	0	2	0	0	0	0	0	1	17	5	19	0	0	0	61	1	0	466	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	119	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
246-7-3h	0	0	0	0	0	0	0	0	3	0	30	0	0	0	0	0	106	38	10	0	3	183	88	0	80	0	0	0	129	82	0	0	7	0	0	3	0	6	0	0	0	0	0	38	1	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	115	0	0	1	3	1	0	5	0	0	0	0	14	1	12	0	0	0	0	1	0	117	0	2	0	67	0	6	1	4	0	0	0	1	1	0	9	0	12	13	0	13	0	13	0	0	2	0	0	1	0	0	0	0	0	1	15	1	20	1	0	0	93	0	0	488	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	135	4	2	3	0	2	0	0	5	0	0	0	0	0	0	0	3	0	0
264-7-1h	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	136	34	1	0	4	170	40	0	89	0	0	0	148	83	0	0	11	0	0	0	0	12	0	77	0	0	0	98	4	0	0	0	1	21	0	0	3	0	0	0	0	0	0	3	0	0	1	0	7	128	0	0	8	0	0	0	10	0	1	0	0	15	0	5	0	0	0	0	2	0	131	0	13	0	38	0	0	0	9	1	1	0	3	0	0	2	0	30	20	0	23	0	25	0	0	2	4	0	4	2	0	2	0	0	2	14	5	22	2	0	0	50	0	0	273	6	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	194	0	0	0	0	17	0	0	0	0	0	0	7	0	0	0	0	1	0
264-7-2h	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	99	41	8	0	6	177	62	0	132	0	0	0	174	111	0	0	17	0	0	0	2	14	0	8	0	0	3	86	10	0	0	0	0	27	0	0	8	0	0	0	0	0	0	0	1	0	0	0	6	83	0	0	0	0	0	0	1	0	0	1	0	11	1	12	0	0	0	0	5	0	96	0	3	0	95	0	3	3	0	0	0	0	7	0	0	0	0	13	16	0	5	0	30	0	0	0	2	0	2	0	0	2	0	0	1	4	4	18	1	0	0	42	0	0	409	11	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	119	0	0	1	0	12	0	0	1	0	0	0	1	0	0	0	3	0	0
264-7-3h	1	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	100	21	7	0	0	180	39	0	73	0	0	0	132	79	0	0	12	0	0	1	0	4	0	5	0	0	0	110	8	0	0	0	1	25	0	0	5	0	0	0	0	0	0	2	0	0	1	1	5	100	0	0	3	0	0	0	8	0	0	0	0	14	0	7	0	0	0	0	5	0	90	0	3	0	95	0	3	0	0	2	0	0	4	4	0	1	0	13	7	0	8	0	19	0	0	0	0	0	2	0	0	0	0	0	0	9	3	18	5	0	0	92	0	0	545	12	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	111	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	2	0	0
280-7-1h	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	61	42	10	0	1	151	76	0	33	0	0	0	108	86	0	0	14	0	0	1	0	4	0	50	0	0	0	39	3	0	0	0	2	6	0	0	3	0	0	0	2	0	0	2	0	0	7	2	8	160	0	0	0	12	0	0	15	0	0	0	0	14	6	8	0	0	0	0	7	0	194	0	7	0	43	0	0	9	2	0	0	0	9	0	0	5	0	35	20	0	18	0	39	0	0	1	4	0	2	1	0	1	0	0	2	14	15	38	1	0	0	83	0	0	347	2	0	1	0	0	0	0	0	0	0	2	0	0	0	1	2	187	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
286-7-1h	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	118	32	3	0	4	141	81	0	56	0	0	0	150	88	0	0	3	0	0	1	0	9	0	88	0	0	1	44	4	0	0	0	1	6	0	0	6	0	0	0	0	0	0	0	1	1	5	0	6	131	0	0	6	0	0	0	25	0	0	0	0	12	5	11	0	0	0	0	3	0	194	1	9	0	15	0	1	2	9	0	0	0	7	0	0	1	0	38	16	0	22	0	24	0	0	0	3	0	5	1	0	4	0	0	3	10	6	43	8	0	0	56	0	0	265	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	222	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	4	0	1
286-7-2h	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	87	44	6	0	1	163	76	0	91	0	0	0	162	125	0	0	6	0	0	1	0	6	0	3	0	0	0	97	3	0	0	0	1	10	0	0	6	0	0	0	0	0	0	0	2	1	4	0	6	84	0	0	2	0	3	0	12	0	0	0	0	18	1	10	0	0	0	0	1	0	131	0	5	0	66	0	7	2	2	1	0	0	3	0	0	2	0	24	6	0	15	0	15	0	0	0	5	0	5	2	0	9	0	0	2	22	0	25	0	0	0	87	0	0	404	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	119	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0
286-7-3h	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	82	34	9	0	4	213	102	0	94	0	0	0	174	114	0	0	4	0	0	3	0	13	0	1	0	0	0	58	3	0	0	0	1	18	0	0	4	0	1	0	2	0	0	0	0	0	4	0	2	91	0	0	5	0	0	0	4	0	0	0	0	35	0	4	0	1	0	0	2	0	115	0	1	0	78	0	7	1	2	0	0	0	4	0	0	0	0	12	2	0	12	0	13	0	0	0	1	0	3	0	0	4	0	0	1	29	4	23	1	0	0	97	0	0	425	3	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	75	0	0	3	0	6	1	0	0	0	0	0	0	0	0	0	1	0	0
247-7-1h	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	42	25	5	0	6	120	50	0	51	0	0	0	88	90	0	0	12	0	0	3	0	0	0	24	0	0	0	159	8	1	0	0	2	26	0	0	3	0	1	0	0	0	0	0	2	0	0	0	2	21	0	0	10	8	0	0	30	0	0	2	0	5	5	9	0	2	0	0	11	0	194	0	1	0	66	0	3	7	5	1	0	0	3	0	0	8	0	19	18	1	19	0	16	0	0	0	3	0	3	0	0	2	0	0	0	13	1	50	0	0	0	61	0	0	536	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	155	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
247-7-2h	0	0	0	0	0	0	0	0	2	0	21	0	0	0	0	0	81	22	6	0	3	109	62	0	71	0	0	0	141	135	0	0	8	0	0	0	0	1	0	2	0	0	0	87	2	0	0	0	3	9	0	0	2	0	0	0	4	0	0	0	0	0	0	0	4	11	0	0	2	15	0	0	14	0	0	6	0	14	4	6	0	1	0	0	4	0	161	0	2	0	49	0	3	1	8	1	0	0	3	0	0	3	0	14	9	1	12	0	3	0	0	0	0	0	1	0	0	1	0	0	1	10	1	26	0	0	0	110	0	0	606	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
247-7-3h	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	64	20	11	0	5	124	80	0	69	0	0	0	126	139	0	0	8	0	0	0	0	0	0	3	0	0	0	104	2	0	0	0	1	10	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	3	9	0	0	11	0	0	1	0	11	5	7	0	0	0	0	1	0	129	0	2	0	52	0	0	0	4	0	0	0	4	2	1	5	0	19	16	0	6	0	6	0	0	0	0	0	3	0	0	1	0	0	0	15	1	36	0	0	0	117	0	0	609	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	131	0	0	18	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
271-7-1h	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	82	33	2	0	1	122	68	0	22	0	0	0	177	88	0	0	15	0	0	1	0	2	0	76	0	0	0	45	3	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	26	0	0	2	8	0	0	32	0	0	0	0	15	6	5	0	0	0	0	9	0	206	0	7	0	23	0	1	8	6	0	2	0	7	1	0	4	0	42	33	0	10	0	16	0	0	5	0	0	6	0	0	3	0	0	1	21	0	60	4	0	0	44	0	0	438	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	214	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
271-7-3h	0	0	0	0	0	0	0	0	2	0	9	0	2	0	0	0	72	29	7	0	5	111	77	0	37	0	0	0	153	125	0	0	17	0	0	0	0	0	0	2	0	0	0	127	1	0	0	0	2	15	0	0	3	0	0	0	1	0	0	0	2	0	0	0	2	28	0	0	0	6	1	0	18	0	0	0	0	23	7	7	0	0	0	0	5	0	172	0	2	0	92	0	1	5	7	0	0	0	0	0	0	2	0	14	12	0	9	0	7	0	0	0	2	0	5	1	0	0	0	0	0	25	5	53	2	0	0	80	0	0	454	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	160	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0
271-7-4h	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	61	38	5	0	1	132	69	0	38	0	0	0	179	93	0	0	23	0	0	2	0	1	0	2	0	0	0	107	1	0	0	0	3	19	0	0	4	0	0	0	0	0	0	2	2	0	0	1	5	42	0	0	4	7	0	0	14	0	0	2	0	18	2	10	0	1	0	0	6	0	193	2	6	0	50	0	0	3	6	0	1	0	8	0	0	2	0	23	16	0	22	0	11	0	0	0	8	0	6	1	0	2	0	0	0	27	5	31	3	0	0	64	0	0	478	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	129	4	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1
281-7-1h	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	49	23	9	0	2	110	63	0	56	0	0	0	109	51	0	0	10	0	0	1	0	0	0	33	0	0	0	106	1	0	0	0	0	16	0	0	5	0	0	0	0	0	0	0	1	1	0	0	6	27	0	0	4	18	0	0	13	0	0	0	0	12	5	5	0	0	0	0	2	0	179	0	3	0	47	0	6	1	18	0	0	0	2	0	0	2	0	43	16	0	17	0	11	0	0	0	4	0	4	0	0	4	0	0	0	13	7	60	0	0	0	74	0	0	494	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	265	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
281-7-2h	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	63	37	3	0	0	129	97	0	80	0	0	0	196	80	0	0	14	0	0	4	0	0	0	0	0	0	0	128	4	0	0	1	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	21	0	0	13	0	3	0	0	41	4	6	0	0	0	0	2	0	109	0	2	0	126	0	18	3	7	0	0	0	0	2	0	0	0	13	2	0	13	0	0	0	0	0	11	0	1	0	0	3	0	0	0	23	7	33	4	0	0	71	0	0	444	2	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	105	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0
281-7-3h	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	108	34	7	0	6	120	88	0	65	0	0	0	207	79	0	0	20	0	0	1	0	1	0	1	0	0	0	139	7	0	0	0	0	48	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	27	0	0	1	6	1	0	11	0	1	1	0	11	2	2	0	0	0	0	3	0	113	0	0	0	140	0	3	3	9	0	0	0	1	0	0	1	0	6	12	0	8	0	7	0	0	2	0	0	2	0	0	2	0	0	0	16	3	31	0	0	0	135	0	0	407	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	83	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1
287-7-1h	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	50	42	5	0	7	135	102	0	83	0	0	0	172	82	0	0	10	0	0	0	0	0	0	34	0	0	0	54	4	0	0	0	2	5	0	0	7	0	0	0	0	0	0	1	0	0	0	0	6	16	0	0	9	8	0	0	42	0	0	0	0	15	4	7	0	1	0	0	14	0	278	0	4	0	28	0	0	4	0	2	2	0	1	0	0	6	0	35	23	0	11	0	15	0	0	2	1	0	3	0	0	1	0	0	0	16	5	61	0	0	0	51	0	0	285	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	2	245	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
287-7-2h	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	25	33	11	0	8	139	79	0	134	0	0	0	200	66	0	1	4	0	0	0	0	0	0	2	0	0	0	66	1	0	0	1	2	15	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	7	4	0	0	20	0	0	0	0	27	4	3	0	0	0	0	8	0	168	0	4	0	77	0	3	9	0	0	1	0	2	0	0	4	0	14	9	0	11	0	11	0	0	0	6	0	1	2	0	1	0	0	1	28	0	43	2	0	0	124	0	0	513	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	70	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
287-7-3h	0	0	0	0	0	0	2	0	0	0	20	0	0	0	0	0	77	60	4	0	2	153	89	0	145	0	0	0	226	125	0	0	10	0	0	1	0	0	0	5	0	0	1	38	8	0	0	1	0	13	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	11	0	0	1	7	0	0	11	0	0	0	0	18	2	3	0	0	0	0	0	0	149	0	3	0	72	0	5	2	0	0	0	0	1	0	0	0	1	3	5	0	4	0	6	0	0	0	0	0	1	2	0	2	0	0	0	39	0	20	3	0	0	132	0	0	416	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	86	1	0	14	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1
253-7-1h	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	28	21	0	0	0	99	33	0	1	0	0	0	47	34	0	0	7	0	0	0	0	0	0	64	0	0	0	284	4	0	0	0	0	116	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	6	104	3	0	5	0	0	3	0	1	0	6	0	0	0	0	8	0	113	0	3	0	60	0	1	0	0	0	0	0	0	0	0	0	0	4	6	0	4	0	8	0	0	0	3	0	0	0	0	33	0	0	0	3	0	25	0	0	0	626	0	0	10	161	0	0	0	1	0	0	6	0	0	0	0	0	0	0	6	43	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
253-7-2h	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	26	23	0	0	1	90	38	0	2	0	0	0	47	48	0	0	11	0	0	0	1	0	0	1	0	0	0	365	9	0	0	0	0	111	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	64	0	0	1	0	0	0	0	2	0	7	0	1	0	0	4	0	79	0	1	0	63	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	4	0	0	0	3	0	0	0	0	36	0	0	0	3	0	9	1	0	0	691	0	0	11	178	0	0	0	3	0	0	6	0	0	0	0	0	0	0	3	23	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272-7-1h	0	0	0	0	0	0	0	0	4	0	21	0	0	0	0	0	35	29	0	0	5	105	85	0	11	0	0	0	57	76	0	0	7	0	0	0	0	0	0	21	0	0	0	290	4	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	28	0	0	1	63	0	0	8	0	0	1	0	3	0	13	0	1	2	0	12	0	96	0	0	0	43	0	2	0	0	0	0	0	0	0	0	4	0	7	15	0	1	0	9	0	0	0	1	0	0	0	0	1	0	0	0	2	4	21	5	0	0	526	0	0	29	170	0	0	0	0	0	0	16	0	0	0	0	0	0	0	4	54	0	1	32	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
272-7-2h	0	0	0	0	0	0	0	1	3	0	16	0	0	0	0	0	34	24	0	0	1	100	59	0	4	0	0	0	83	37	0	0	9	0	0	0	0	0	0	4	0	0	0	317	1	0	1	0	0	108	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	28	0	0	0	62	1	0	8	0	0	1	0	1	0	7	0	0	1	0	17	0	96	0	2	0	69	0	2	0	0	0	0	0	1	0	0	2	0	7	8	0	2	0	6	0	0	0	5	0	0	0	0	1	0	0	0	5	1	13	0	0	0	629	0	0	22	137	0	0	0	1	0	0	4	0	0	0	0	0	0	0	5	33	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
292-7-1h	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	20	29	0	0	0	116	57	0	0	0	0	0	59	58	0	0	14	0	0	0	0	0	0	51	0	0	0	356	7	0	0	0	0	127	0	0	0	0	0	0	4	0	0	1	0	0	4	0	10	0	0	0	4	101	6	0	0	0	0	3	0	7	0	5	0	0	0	0	20	0	160	0	1	0	44	0	3	0	0	0	0	0	0	0	0	0	0	10	14	0	1	0	2	0	0	0	15	0	1	0	0	0	0	0	0	3	0	38	1	0	0	411	0	0	13	143	0	0	0	1	0	0	3	0	0	0	0	0	0	0	8	69	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
292-7-2h	0	0	0	0	0	0	0	0	2	0	7	0	3	0	0	0	20	18	2	0	0	103	55	0	0	0	0	0	65	69	0	0	8	0	0	0	0	0	0	2	0	0	0	382	3	0	0	0	0	133	0	0	0	0	0	2	1	0	0	0	0	0	9	0	9	0	0	0	0	65	0	0	10	0	0	2	0	4	0	21	0	0	0	0	14	0	100	0	3	0	36	0	0	0	0	0	0	0	0	1	0	0	0	8	23	0	3	0	8	2	0	0	6	0	0	0	0	2	0	0	0	2	0	33	2	0	0	623	0	0	6	63	0	0	0	2	0	0	3	0	0	0	0	0	0	0	3	30	0	0	54	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1
292-7-3h	0	0	0	0	0	0	0	0	2	0	10	0	0	1	0	0	26	58	1	0	4	147	46	0	1	0	0	0	86	78	0	0	8	0	0	1	0	0	0	1	0	0	0	401	4	0	0	0	0	143	0	0	0	0	0	0	3	1	0	0	1	0	14	0	8	2	0	0	6	65	1	0	5	0	0	1	0	0	0	10	0	2	0	0	19	0	114	2	1	0	53	0	1	0	0	0	0	0	2	0	0	0	0	4	12	0	7	0	9	1	0	0	10	0	1	0	0	2	0	0	1	1	0	25	1	0	0	387	0	0	12	104	0	0	1	3	0	0	0	0	0	0	0	0	0	0	5	56	0	0	51	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1
